Skill Name,ID,Mechanic,Class,Skill Line,Set Name,#,Description,Equations
Temporal Guard 3,30103564,Adrenaline,Guild,Psijic Order,,1,"Step backwards in time, resetting your Health, Magicka, Stamina, and position to what they were 4 seconds ago.  While slotted you gain Minor Protection, reducing your damage taken by <<1>>.",<<1>> = 5% (Constant)
Temporal Guard 4,40103564,Adrenaline,Guild,Psijic Order,,1,"Step backwards in time, resetting your Health, Magicka, Stamina, and position to what they were 4 seconds ago.  While slotted you gain Minor Protection, reducing your damage taken by <<1>>.",<<1>> = 5% (Constant)
Temporal Speed,220194,Magicka,,,,2,"Your speed is unmatched!  Your Movement Speed increases by <<1>>. In addition, every <<2>> while you are moving you will leave a temporal echo in your wake which leeches speed from nearby enemies.   5 temporal echoes can be up at a time.",<<1>> = 35% (Constant) <<2>> = 1 second (Constant)
Tenacity,63854,Werewolf,,,,1,Increases the Magicka and Stamina your fully-charged Heavy Attacks restore by <<1>>.,<<1>> = 0% (Constant)
Tendrils of the Colorless Sea,191293,Magicka,,,,4,"<<1>> infuses their arm with abyssal arcanum and thrusts forward, dealing <<2>> to enemies and applying Minor Vulnerability to them for <<3>>, increasing the damage they take by <<4>>.","<<1>> = Your Companion (Constant) <<2>> = 9.7E-6 MaxStat + 1.49975 MaxPower + 0.143176  (Ultimate, ratio = 154613.40, Dmg, Physical, SingleTarget, Direct, Melee, R2 = 1) <<3>> = 6 seconds (Constant) <<4>> = 5% (Constant)"
Tentacle Burst Tele,192089,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Tentacle Burst Tele,194500,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Tentacle Burst Tele,199502,Werewolf,,,,3,,<<1>> = 6 meters (Constant) <<2>> = 45% (Constant) <<3>> = 4 seconds (Constant)
Tentacle Torment,194346,Magicka,,,,1,Tentacles rip through the air in a 5 meter radius around you dealing <<1>>.,<<1>> = 2000 Magic Damage (Constant)
Tentacular Dread 1,185823,Werewolf,Arcanist,Herald of the Tome,,8,"Infuse your arm with abyssal magic to form tentacles that lash out at your foes, dealing <<1>>. Enemies are immobilized for <<2>> and marked with Abyssal Ink for <<3>>.  You deal <<4>> increased damage to enemies drenched in <<5>>.  Consume all Crux and increase <<6>> damage by <<7>> and damage to foes drenched in <<5>> by <<8>> per Crux spent.","<<1>> = 0.08625 MaxStat + 0.905625 MaxPower  (Ultimate, ratio = 10.50, RankMod(1), Dmg, Frost, AOE, Direct, Melee, 0.3s cooldown, R2 = 1) <<2>> = 3 seconds (Constant) <<3>> = 20 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Abyssal Ink (Constant) <<6>> = Tentacular Dread (Constant) <<7>> = 33% (Constant) <<8>> = 2% (Constant)"
Tentacular Dread 2,20185823,Werewolf,Arcanist,Herald of the Tome,,8,"Infuse your arm with abyssal magic to form tentacles that lash out at your foes, dealing <<1>>. Enemies are immobilized for <<2>> and marked with Abyssal Ink for <<3>>.  You deal <<4>> increased damage to enemies drenched in <<5>>.  Consume all Crux and increase <<6>> damage by <<7>> and damage to foes drenched in <<5>> by <<8>> per Crux spent.","<<1>> = 0.08719875 MaxStat + 0.915586875 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.011), Dmg, Frost, AOE, Direct, Melee, 0.3s cooldown, R2 = 1) <<2>> = 3 seconds (Constant) <<3>> = 20 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Abyssal Ink (Constant) <<6>> = Tentacular Dread (Constant) <<7>> = 33% (Constant) <<8>> = 2% (Constant)"
Tentacular Dread 3,30185823,Werewolf,Arcanist,Herald of the Tome,,8,"Infuse your arm with abyssal magic to form tentacles that lash out at your foes, dealing <<1>>. Enemies are immobilized for <<2>> and marked with Abyssal Ink for <<3>>.  You deal <<4>> increased damage to enemies drenched in <<5>>.  Consume all Crux and increase <<6>> damage by <<7>> and damage to foes drenched in <<5>> by <<8>> per Crux spent.","<<1>> = 0.0881475 MaxStat + 0.92554875 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.022), Dmg, Frost, AOE, Direct, Melee, 0.3s cooldown, R2 = 1) <<2>> = 3 seconds (Constant) <<3>> = 20 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Abyssal Ink (Constant) <<6>> = Tentacular Dread (Constant) <<7>> = 33% (Constant) <<8>> = 2% (Constant)"
Tentacular Dread 4,40185823,Werewolf,Arcanist,Herald of the Tome,,8,"Infuse your arm with abyssal magic to form tentacles that lash out at your foes, dealing <<1>>. Enemies are immobilized for <<2>> and marked with Abyssal Ink for <<3>>.  You deal <<4>> increased damage to enemies drenched in <<5>>.  Consume all Crux and increase <<6>> damage by <<7>> and damage to foes drenched in <<5>> by <<8>> per Crux spent.","<<1>> = 0.08909625 MaxStat + 0.935510625 MaxPower  (Ultimate, ratio = 10.50, RankMod(1.033), Dmg, Frost, AOE, Direct, Melee, 0.3s cooldown, R2 = 1) <<2>> = 3 seconds (Constant) <<3>> = 20 seconds (Constant) <<4>> = 5% (Constant) <<5>> = Abyssal Ink (Constant) <<6>> = Tentacular Dread (Constant) <<7>> = 33% (Constant) <<8>> = 2% (Constant)"
Test of Resolve,194154,Magicka,,,Test of Resolve,8,"When you take damage while under <<1>> Health, your resolve is tested. If you are also below <<2>> Stamina, you restore full Health, Magicka, and Stamina while also gaining <<3>> and <<4>> for <<5>>. If you are above <<2>> Stamina you become a <<6>> for <<7>>, causing your Major and Minor buffs to also grant <<4>> for <<5>>. This effect can occur once every <<8>>.",<<1>> = 50% (Constant) <<2>> = 50% (Constant) <<3>> = Major Protection (Constant) <<4>> = Major Aegis (Constant) <<5>> = 10 seconds (Constant) <<6>> = Beacon of Hope (Constant) <<7>> = 20 seconds (Constant) <<8>> = 45 seconds (Constant)
Tether,223753,Werewolf,,,,4,"Violently drain the last spark of life from a corpse, dealing <<1>> over <<2>> to all enemies around the corpse and between you and the corpse.   If the siphon lasts its full duration it causes the corpse to explode, dealing an additional <<3>> to all enemies around the corpse. This ability scales off your highest offensive stats.  While slotted, your damage done is increased by <<4>>.","<<1>> = 0.009182 MaxStat + 0.096413 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, DOT, 19.333s duration, 0.666s tick, R2 = 1) <<2>> = 20 seconds (Constant) <<3>> = 0.077475 MaxStat + 0.813488 MaxPower  (Ultimate, ratio = 10.50, Dmg, Disease, AOE, Direct, Melee, R2 = 1) <<4>> = 3% (Constant)"
Tharriker's Strike,219672,Magicka,,,Tharriker's Strike,3,"Dealing damage with a fully-charged Heavy Attack grants you Major Berserk for <<1>>, increasing your damage done by <<2>>. This effect can occur once every <<3>>.",<<1>> = 4 seconds (Constant) <<2>> = 10% (Constant) <<3>> = 1 second (Constant)
Thaumaturge,63847,Werewolf,,,,1,Increases your damage done with damage over time effects by <<1>>.,<<1>> = 0% (Constant)
Thaumic Boom,200370,Magicka,,,,2,"Your magic attacks deal more critical damage!  Increases your Critical Damage with Magical based attacks by <<1>> per stack.  Affects Magic, Flame, Frost and Shock Damage.  Current Bonus: <<2>>",<<1>> = 5% (Constant) <<2>> = 0% (Constant)
The Arch-Mage,32819,Werewolf,,,The Arch-Mage,2,"When you complete a fully-charged Heavy Attack, you gain an additional <<1>> Magicka Recovery for <<2>>.",<<1>> = 0 (Constant) <<2>> = 10 seconds (Constant)
The Blind,214851,Magicka,,,The Blind,6,"When your healing critically strikes, your target gains a Hydroglass Damage Shield that absorbs up to <<1>> damage for <<2>>. While the Damage Shield holds and for <<3>> after it ends, the target gains <<4>>, increasing their Critical Damage done by <<5>>. This effect can occur once every <<6>> per target.",<<1>> = 0 (Constant) <<2>> = 6 seconds (Constant) <<3>> = 3 seconds (Constant) <<4>> = Minor Force (Constant) <<5>> = 10% (Constant) <<6>> = 6 seconds (Constant)
The Brains!,84725,Werewolf,,,,3,Increase Max Magicka by <<1>> and Health Recovery by <<2>> for <<3>>.,<<1>> = 4200 (Constant) <<2>> = 462 (Constant) <<3>> = 2 hours (Constant)
The Ice Furnace,29123,Werewolf,,,The Ice Furnace,2,"When you deal Frost Damage, you deal an additional <<1>> to all enemies within 8 meters around the initial target. This effect can occur once every <<2>> and scales off the higher of your Weapon or Spell Damage.","<<1>> = + 0.238124 MaxPower  (Ultimate, Dmg, Flame, AOE, Direct, Melee, R2 = 1) <<2>> = 1 second (Constant)"
The Imperfect Ring,201286,Power,,,,4,"Summon a flawed rune under an enemy that etches foes nearby with scrawled glyphs, dealing <<1>> over <<2>>.  An ally near the initial target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0182215 MaxStat + 0.190934 MaxPower - 1.58528  (Ultimate, ratio = 10.48, Dmg, Magic, SingleTarget, DOT, 20s duration, 2s tick, R2 = 0.999993) <<2>> = 20 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Imperfect Ring 1,185836,Power,Arcanist,Herald of the Tome,,4,"Summon a flawed rune under an enemy that etches foes nearby with scrawled glyphs, dealing <<1>> over <<2>>.  An ally near the initial target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0182215 MaxStat + 0.190934 MaxPower - 1.58528  (Ultimate, ratio = 10.48, Dmg, Magic, SingleTarget, DOT, 20s duration, 2s tick, R2 = 0.999993) <<2>> = 20 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Imperfect Ring 2,20185836,Power,Arcanist,Herald of the Tome,,4,"Summon a flawed rune under an enemy that etches foes nearby with scrawled glyphs, dealing <<1>> over <<2>>.  An ally near the initial target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0184435 MaxStat + 0.193002 MaxPower - 2.33494  (Ultimate, ratio = 10.46, Dmg, Magic, SingleTarget, DOT, 20s duration, 2s tick, R2 = 0.999993) <<2>> = 20 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Imperfect Ring 3,30185836,Power,Arcanist,Herald of the Tome,,4,"Summon a flawed rune under an enemy that etches foes nearby with scrawled glyphs, dealing <<1>> over <<2>>.  An ally near the initial target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0186582 MaxStat + 0.195224 MaxPower - 2.84827  (Ultimate, ratio = 10.46, Dmg, Magic, SingleTarget, DOT, 20s duration, 2s tick, R2 = 0.999991) <<2>> = 20 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Imperfect Ring 4,40185836,Power,Arcanist,Herald of the Tome,,4,"Summon a flawed rune under an enemy that etches foes nearby with scrawled glyphs, dealing <<1>> over <<2>>.  An ally near the initial target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0189076 MaxStat + 0.197117 MaxPower - 3.07005  (Ultimate, ratio = 10.43, Dmg, Magic, SingleTarget, DOT, 20s duration, 2s tick, R2 = 0.999989) <<2>> = 20 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Imperfect Ring (A),191395,Werewolf,,,,4,"Cast a slow moving caustic rune that pulls foes within 8 meters near an enemy, before marking them and dealing <<1>> over <<2>>.  An ally near the origin target can activate the <<3>> synergy, dealing <<4>> to enemies within 7 meters.","<<1>> = 0.0205566 MaxStat + 0.217463 MaxPower - 0.948917  (Ultimate, ratio = 10.58, Dmg, Magic, SingleTarget, DOT, 18s duration, 2s tick, R2 = 0.999994) <<2>> = 18 seconds (Constant) <<3>> = Runebreak (Constant) <<4>> = 0.12 MaxStat + 1.26 MaxPower  (Ultimate, ratio = 10.50, Dmg, Frost, AOE, Direct, Melee, R2 = 1)"
The Juggernaut,32737,Werewolf,,,The Juggernaut,4,"When you take damage while under 30% Health, heal for <<1>> Health immediately and gain <<2>> Armor for <<3>>. This effect can occur once every <<4>> and the heal scales off your Max Health.","<<1>> = 0.276756 Health  (Health, Heal, SingleTarget, Direct, R2 = 1) <<2>> = 0 (Constant) <<3>> = 15 seconds (Constant) <<4>> = 1 minute (Constant)"
The Languid Eye 1,189867,Adrenaline,Arcanist,Herald of the Tome,,6,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> Magic Damage to enemies within 5 meters every <<3>> and snares them by <<4>> for <<5>>. Every <<3>>, the beam's damage increases by <<6>>.  The scion's beam can be repositioned by recasting The Languid Eye.","<<1>> = 6 seconds (Constant) <<2>> = 0.0495372 MaxStat + 0.520654 MaxPower - 0.140635  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant) <<4>> = 35% (Constant) <<5>> = 3 seconds (Constant) <<6>> = 7% (Constant)"
The Languid Eye 2,20189867,Adrenaline,Arcanist,Herald of the Tome,,6,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> Magic Damage to enemies within 5 meters every <<3>> and snares them by <<4>> for <<5>>. Every <<3>>, the beam's damage increases by <<6>>.  The scion's beam can be repositioned by recasting The Languid Eye.","<<1>> = 6 seconds (Constant) <<2>> = 0.0495372 MaxStat + 0.520654 MaxPower - 0.140635  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant) <<4>> = 40% (Constant) <<5>> = 3 seconds (Constant) <<6>> = 7% (Constant)"
The Languid Eye 3,30189867,Adrenaline,Arcanist,Herald of the Tome,,6,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> Magic Damage to enemies within 5 meters every <<3>> and snares them by <<4>> for <<5>>. Every <<3>>, the beam's damage increases by <<6>>.  The scion's beam can be repositioned by recasting The Languid Eye.","<<1>> = 6 seconds (Constant) <<2>> = 0.0495372 MaxStat + 0.520654 MaxPower - 0.140635  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant) <<4>> = 45% (Constant) <<5>> = 3 seconds (Constant) <<6>> = 7% (Constant)"
The Languid Eye 4,40189867,Adrenaline,Arcanist,Herald of the Tome,,6,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> Magic Damage to enemies within 5 meters every <<3>> and snares them by <<4>> for <<5>>. Every <<3>>, the beam's damage increases by <<6>>.  The scion's beam can be repositioned by recasting The Languid Eye.","<<1>> = 6 seconds (Constant) <<2>> = 0.0495372 MaxStat + 0.520654 MaxPower - 0.140635  (Ultimate, ratio = 10.51, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant) <<4>> = 50% (Constant) <<5>> = 3 seconds (Constant) <<6>> = 7% (Constant)"
The Morag Tong,29112,Werewolf,,,The Morag Tong,2,"When you deal direct damage, you cause the enemy to take <<1>> more damage from Poison and Disease attacks for <<2>>.",<<1>> = 10% (Constant) <<2>> = 5 seconds (Constant)
The Ruckus,258713,Magicka,,,The Ruckus,10,"Taking or dealing direct damage grants you a stack of <<1>> for <<2>>. You can gain <<1>> every <<3>>, up to 10 stacks. Lose 1 stack every <<4>> when not taking or dealing damage. At max stacks, you no longer gain or lose stacks of <<1>> and you gain <<5>>, <<6>>, and <<7>> for <<8>>. When max <<1>> ends, your Stamina, Magicka, and Health Recovery are reduced by <<9>> for <<10>>.",<<1>> = Skirmish (Constant) <<2>> = 10 seconds (Constant) <<3>> = 1 second (Constant) <<4>> = 5 seconds (Constant) <<5>> = Major Protection (Constant) <<6>> = Major Expedition (Constant) <<7>> = Major Force (Constant) <<8>> = 10 seconds (Constant) <<9>> = 422 (Constant) <<10>> = 10 seconds (Constant)
The Saint and the Seducer,221492,Magicka,,,The Saint and the Seducer,1,"While in combat, you gain one of five random Major buffs which changes every <<1>>. Enemies within 12 meters of you gain one of five random Minor debuffs depending on which buff you have. The available effects are:  Major Berserk and Minor Maim Major Resolve and Minor Breach Major Force and Minor Brittle Major Evasion and Minor Vulnerability Major Courage and Minor Cowardice",<<1>> = 10 seconds (Constant)
The Shadow Queen's Cowl,221127,Magicka,,,The Shadow Queen's Cowl,2,"While crouched, you can see Witnesses and Guards through walls.  Successfully pickpocketing a Witness or Guard applies <<1>> to them for <<2>>, stunning them and decreasing their Stealth detection radius by 30 meters for the duration.",<<1>> = Distracted (Constant) <<2>> = 10 seconds (Constant)
The Steed,72540,Werewolf,,,,1,Increases Stamina Recovery by <<1>>.,<<1>> = 7% (Constant)
The Storm Voice 1,29462,Werewolf,Dragonknight,Draconic Power,,5,"The syllables of that ancient tongue live in the mouth of every Dragonknight.  When you cast an Ultimate ability, you restore <<1>> Health, <<2>> Magicka, and <<2>> Stamina for every Ultimate spent. Each Dragonknight ability slotted increases this value by 3.  Current amount: <<3>> Health <<4>> Magicka <<5>> Stamina",<<1>> = 8 (Constant) <<2>> = 8 (Constant) <<3>> = 8 (Constant) <<4>> = 8 (Constant) <<5>> = 8 (Constant)
The Storm Voice 2,44953,Werewolf,Dragonknight,Draconic Power,,5,"The syllables of that ancient tongue live in the mouth of every Dragonknight.  When you cast an Ultimate ability, you restore <<1>> Health, <<2>> Magicka, and <<2>> Stamina for every Ultimate spent. Each Dragonknight ability slotted increases this value by 6.  Current amount: <<3>> Health <<4>> Magicka <<5>> Stamina",<<1>> = 16 (Constant) <<2>> = 16 (Constant) <<3>> = 16 (Constant) <<4>> = 16 (Constant) <<5>> = 16 (Constant)
The Tide King's Gaze 1,189837,Adrenaline,Arcanist,Herald of the Tome,,3,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> to enemies within 5 meters every <<3>>.   The scion's beam automatically follows the initial target, and hunts for a new one within 8 meters if it is slain.","<<1>> = 8 seconds (Constant) <<2>> = 0.0495372 MaxStat + 0.520654 MaxPower - 0.140635  (Ultimate, ratio = 10.51, Dmg, Magic, SingleTarget, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant)"
The Tide King's Gaze 2,20189837,Adrenaline,Arcanist,Herald of the Tome,,3,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> to enemies within 5 meters every <<3>>.   The scion's beam automatically follows the initial target, and hunts for a new one within 8 meters if it is slain.","<<1>> = 8 seconds (Constant) <<2>> = 0.0501732 MaxStat + 0.526074 MaxPower - 1.26813  (Ultimate, ratio = 10.49, Dmg, Magic, SingleTarget, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant)"
The Tide King's Gaze 3,30189837,Adrenaline,Arcanist,Herald of the Tome,,3,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> to enemies within 5 meters every <<3>>.   The scion's beam automatically follows the initial target, and hunts for a new one within 8 meters if it is slain.","<<1>> = 8 seconds (Constant) <<2>> = 0.0506543 MaxStat + 0.532168 MaxPower - 1.08953  (Ultimate, ratio = 10.51, Dmg, Magic, SingleTarget, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant)"
The Tide King's Gaze 4,40189837,Adrenaline,Arcanist,Herald of the Tome,,3,"Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> that deals <<2>> to enemies within 5 meters every <<3>>.   The scion's beam automatically follows the initial target, and hunts for a new one within 8 meters if it is slain.","<<1>> = 8 seconds (Constant) <<2>> = 0.0511852 MaxStat + 0.537858 MaxPower - 1.02024  (Ultimate, ratio = 10.51, Dmg, Magic, SingleTarget, DOT, 0.5s tick, R2 = 0.999998) <<3>> = 0.5 seconds (Constant)"
The Triune Word,191273,Magicka,,,,2,"<<1>> crafts a trio of runes before launching them at an enemy, dealing <<2>> three times.","<<1>> = Your Companion (Constant) <<2>> = + 1 WD  (Stamina, Dmg, Magic, SingleTarget, Direct, 0.366s cooldown, R2 = 1)"
The Troll King,80503,Werewolf,,,The Troll King,2,"When you heal yourself or an ally, if they are still below 50% Health, their Health Recovery is increased by <<1>> for <<2>>.",<<1>> = 0 (Constant) <<2>> = 10 seconds (Constant)
The Unblinking Eye 1,189791,Adrenaline,Arcanist,Herald of the Tome,,3,Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> and deals <<2>> to enemies within 5 meters every <<3>>.  The scion's beam can be repositioned by recasting The Unblinking Eye.,"<<1>> = 6 seconds (Constant) <<2>> = 0.0480688 MaxStat + 0.503275 MaxPower - 0.280241  (Ultimate, ratio = 10.47, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999999) <<3>> = 0.5 seconds (Constant)"
The Unblinking Eye 2,20189791,Adrenaline,Arcanist,Herald of the Tome,,3,Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> and deals <<2>> to enemies within 5 meters every <<3>>.  The scion's beam can be repositioned by recasting The Unblinking Eye.,"<<1>> = 6 seconds (Constant) <<2>> = 0.048512 MaxStat + 0.509183 MaxPower - 0.246269  (Ultimate, ratio = 10.50, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999998) <<3>> = 0.5 seconds (Constant)"
The Unblinking Eye 3,30189791,Adrenaline,Arcanist,Herald of the Tome,,3,Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> and deals <<2>> to enemies within 5 meters every <<3>>.  The scion's beam can be repositioned by recasting The Unblinking Eye.,"<<1>> = 6 seconds (Constant) <<2>> = 0.0490658 MaxStat + 0.514484 MaxPower - 0.196825  (Ultimate, ratio = 10.49, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999998) <<3>> = 0.5 seconds (Constant)"
The Unblinking Eye 4,40189791,Adrenaline,Arcanist,Herald of the Tome,,3,Tear open the fabric of the Aurbis to summon a scion of Hermaeus Mora. This being casts forth a beam that rends asunder reality for <<1>> and deals <<2>> to enemies within 5 meters every <<3>>.  The scion's beam can be repositioned by recasting The Unblinking Eye.,"<<1>> = 6 seconds (Constant) <<2>> = 0.0496032 MaxStat + 0.519942 MaxPower - 0.142725  (Ultimate, ratio = 10.48, Dmg, Magic, AOE, DOT, 0.5s tick, R2 = 0.999998) <<3>> = 0.5 seconds (Constant)"
Thews of the Harbinger,79362,Werewolf,,,Thews of the Harbinger,1,"When you Block, you deal <<1>> to the attacker. This effect scales off your Max Health.","<<1>> = 0.0448721 Health - 0.781665  (Health, Dmg, Physical, SingleTarget, Direct, R2 = 0.999992)"
Thick Skinned,63850,Werewolf,,,,1,Reduces your damage taken from damage over time effects by <<1>>.,<<1>> = 0% (Constant)
Third Moon's Chosen,214162,Werewolf,,,,2,Decreases ability cooldowns by <<1>> and increases Health by <<2>>.,<<1>> = 3% (Constant) <<2>> = 3% (Constant)
Thjorlak's Boon,139424,Werewolf,,,,3,Increases your Health Recovery by <<1>> for each Draconic Power ability slotted.  Current bonus: <<2>>.  Increases the range of your melee attacks by <<3>> meter. This effect only applies to instant cast attacks with a 5 meter range.,"<<1>> = 350% (Constant) <<2>> = 0.0048435 Health - 81.0737  (Health, Dmg, Generic, SingleTarget, Direct, Melee, R2 = 0.62073) <<3>> = AB_DERIVED_VALUE_IGNORE_VALUE_REQ (Constant)"
Thjorlak's Boon,139425,Werewolf,,,,3,Increases your Health Recovery by <<1>> for each Draconic Power ability slotted.  Current bonus: <<2>>.  Increases the range of your melee attacks by <<3>> meter. This effect only applies to instant cast attacks with a 5 meter range.,"<<1>> = 350% (Constant) <<2>> = 0.0048435 Health - 81.0737  (Health, Dmg, Generic, SingleTarget, Direct, Melee, R2 = 0.62073) <<3>> = AB_DERIVED_VALUE_IGNORE_VALUE_REQ (Constant)"
Thjorlak's Boon,139426,Werewolf,,,,3,Increases your Health Recovery by <<1>> for each Draconic Power ability slotted.  Current bonus: <<2>>.  Increases the range of your melee attacks by <<3>> meter. This effect only applies to instant cast attacks with a 5 meter range.,"<<1>> = 350% (Constant) <<2>> = 0.0048435 Health - 81.0737  (Health, Dmg, Generic, SingleTarget, Direct, Melee, R2 = 0.62073) <<3>> = AB_DERIVED_VALUE_IGNORE_VALUE_REQ (Constant)"
Thjorlak's Boon,139428,Werewolf,,,,3,"Mobilize your forces, granting <<1>> and <<2>> to you and your group, increasing your Movement Speed by <<3>> and Mounted Speed by <<3>>.  Also grants immunity to snares and immobilizations.  The effect ends if you cast any spell on an enemy or ally.",<<1>> = Major Expedition (Constant) <<2>> = Gallop (Constant) <<3>> = 30% (Constant)
Thorn Scourge,77042,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,76903,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77036,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77037,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77038,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77040,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77041,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77044,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77043,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77045,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77046,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
Thorn Scourge,77047,Werewolf,,,,3,,<<1>> = 0 Generic Damage (Constant) <<2>> = 50% (Constant) <<3>> = 5 seconds (Constant)
