family,page,version,note
skills,Online:Survivalist,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Swarm,3.3.5,* Fixed an issue where this ability and its morphs were not being considered damage over time effects for various passive bonuses or procs.
skills,Online:Swarm,4.0.5,* Fixed an issue where the projectile fired from this ability and its morphs would immediately aggro monsters before it reached them.
skills,Online:Swarm,4.2.5,"* Increased the cost of this ability and its morphs by approximately 30%. ** Developer Comment: With the increase to Betty Netch resource restore and reduced Scorch cost, we were able to get Stamina Wardens into a health place for average drain rate per second, but Magicka Warden was too inexpensive. This made Swarm the perfect ability to adjust as it's Magicka only and was extremely inexpensive."
skills,Online:Swarm,4.3.5,* Fixed an issue where the visual affects from this ability and its morphs would persist on targets who entered invisibility or stealth. * Growing Swarm: Fixed an issue where this ability could target enemies in Sneak or Invisibility when attempting to spread to a new target.
skills,Online:Swarm,5.1.5,"* Increased the cost of this ability and its morphs to 2700 from 2430, and increased the damage per tick by approximately 17%."
skills,Online:Swarm,5.2.5,"* Increased the cost of this ability and its morphs to 2970 to encapsulate their new functionalities. * These abilities now apply Minor Vulnerability to the target for the duration of the DoT. * Decreased the damage per tick of these abilities by approximately 40%. * Growing Swarm (morph): ** This morph has been redesigned into a Stamina-based ability that deals Bleed Damage. The Swarm no longer spreads to nearby enemies upon completion, but instead deals damage to enemies in an area around the initial target. This damage is roughly 50% of the initial target's coefficient. Note the Vulnerability still only applies to the initial target."
skills,Online:Swarm,6.1.5,* Growing Swarm (morph): Fixed an issue where this ability couldn't be cast while silenced.
skills,Online:Swarm,7.3.5,* Growing Swarm (morph): ** This morph now limits the number of active targets you can have it on to 1. ** Increased the damage of the Area of Effect portion of the ability by 50% to make up for the new limit.
skills,Online:Swarm,8.1.5,"* This ability and its morphs now last for 20 seconds, up from 10. * Decreased the damage per tick by approximately 23%. ** Fetcher Infection (morph): Increased the bonus damage on the second cast to 60%, up from 50%."
skills,Online:Swift Assault,8.2.0,* Updated the Companion's Dual Wield ability Swift Assault to now use the same player animation as Flurry.
skills,Online:Swift Warrior,2.1.4,"* Swift: Renamed this passive to Swift Warrior. Swift Warrior will no longer increase Charge attacks, but will instead increase all Melee Weapon attack damage by 2/3/4%. * Swift Warrior: Fixed an issue where this passive was not increasing damage for melee-class abilities."
skills,Online:Swift Warrior,4.3.5,"* Swift Warrior: Increases Melee Damage by 4%, 12% Sprint cost reduction and 10% Sprint Speed → Increases your Weapon Damage by 258. Reduces the cost of your Sprint ability by 12% and increases your Movement Speed while Sprinting by 10%. ** Developer Comment: Orcs are meant to be an aggressive race, which focus mainly on momentum and overwhelming their opponents. To bring that play style to realization we took away some of their more defensive stats, and put them back into offensive ones, or ones that required aggressive conditions to proc. Additionally, their previous bonus to offensive power was gated to only melee builds, and didn't scale with many abilities that were still used by melee builds; so we converted it into a bonus that all aggressive play styles can use."
skills,Online:Swift Warrior,6.3.5,"* This passive now grants Weapon and Spell Damage, rather than Weapon Damage."
skills,Online:Swoop,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Syrabane's Boon,4.3.5,* Gift of Magnus: Gain 10% Max Magicka → Syrabane's Boon: Increases your Max Magicka by 2000.
skills,Online:Tailoring,2.3.6,"* Monsters in scaled zones such as Cyrodiil, Wrothgar, and Hew's Bane will no longer drop a mixture of Rubedo Leather and Shadowhide if you have Rank 10 of the Tailoring passive. Instead, they will exclusively drop Rubedo Leather."
skills,Online:Tailoring,4.1.5,"* Updated the base-rank icons for Metalworking, Tailoring, Woodworking, and Solvent Proficiency to match the facing of subsequent ranks."
skills,Online:Tannin Expertise,1.2.3,* Fixed a typo in the passive Tannin Expertise 1.
skills,Online:Teleport Strike,1.5.2,* The tooltip for this ability now specifies that it immobilizes other player characters instead of stunning them.
skills,Online:Teleport Strike,2.3.5,"* Adjusted the snare applied to the enemy target at the beginning of all charge/teleport abilities (such as Shield Charge, Critical Charge, or Teleport Strike) to be a 60% snare for 750 milliseconds from a 100% snare for 500 milliseconds. ** Added the charge snare noted above to Dragon Leap and its morphs. ** The snare remains unpurgable, and serves to help charge abilities hit moving targets more reliably without completing locking movement down. * Fixed an issue with this ability and its morphs where the initial damage could not be dodged. ** Note: The area damage over time from the Lotus Fan morph will continue to be undodgable. * Lotus Fan: ** Significantly revised the tooltip of this morph to indicate that only the primary target is snared, and the damage over time is applied to the primary target and all nearby enemies. ** The damage over time from this morph is no longer considered a bleed, and is now a standard magical damage over time. The damage can now be mitigated by normal means, but has been increased by 15% to account for this."
skills,Online:Teleport Strike,2.3.6,"* Fixed an issue where you were unable to attack if you sheathed your weapon after casting a charge or leap ability, including: ** Shield Charge ** Critical Charge ** Dragon Leap ** Teleport Strike"
skills,Online:Teleport Strike,2.4.5,* Reduced the damage of this ability and its morphs by 6.5%. * Lotus Fan: Fixed an issue where the damage over time applied by this morph was not being correctly suppressed by invisibility effects such as Shadow Cloak.
skills,Online:Teleport Strike,2.4.6,* Fixed an issue where this ability and its morphs could be used to get on top of Keep walls.
skills,Online:Teleport Strike,2.7.5,"* Shadow Cloak: Fixed an issue where the invisibility from this ability and its morphs was being broken by certain abilities, such as Teleport Strike, Dark Flare, and Weapon Enchantments."
skills,Online:Teleport Strike,3.2.1,* Fixed an issue where you would be rooted in place while casting this ability or its morphs.
skills,Online:Teleport Strike,3.3.5,"* Decreased the damage dealt by this ability and its morphs by approximately 13%. **Developer Comments - Gap Closer Abilities: We've decreased the damage values on numerous gap closer abilities - not just Teleport Strike, but other charge abilities such as Critical Charge or Focused Charge as well. Gap closers in ESO have no cooldown and can hit for extreme amounts of damage, so there is very little opportunity cost in forcing your enemies to use them. Decreasing their damage ensures that ranged players utilizing movement and terrain to maintain their distance are better rewarded for that advantage."
skills,Online:Teleport Strike,4.0.5,"* Lotus Fan: The snare applied by this morph now reduces Movement Speed by 40%, down from 70%. * Fixed an issue where casting this ability and its morphs would not remove you from invisibility."
skills,Online:Teleport Strike,5.0.5,"* This ability and its morphs will no longer stun NPC enemies. Instead, targets affected by the initial damage will be afflicted with Minor Vulnerability for 8 seconds. Note that the Minor Vulnerability will apply to both players and NPCs. ** Developer Comment: In order to retain functionality on ""gap closer"" abilities, these abilities typically all deal a set amount of damage with a consistent range and cost, while all having a unique affix that helps give each different ability its own identity and flare. Teleport Strike, while visually and thematically satisfying, was lacking in the department of gameplay identity since its auxiliary was inactive in some parts of the game. In tandem with the changes to Grim Focus, we wanted to ensure Nightblades could still focus on being single target assassins, while needing to utilize a larger variety of tools in their kit."
skills,Online:Teleport Strike,5.1.5,"* Lotus Fan: Decreased the damage per tick of the DoT by approximately 22%, and fixed an issue where the final tick was not being affected by Minor Vulnerability."
skills,Online:Teleport Strike,5.2.5,"* Updated the duration of the Minor Vulnerability for this ability to 10 seconds, to match its morph's duration. * Lotus Fan (morph): ** This morph now applies Minor Vulnerability to all enemies hit, rather than the original. ** Increased the duration to 10 seconds, up from 8. ** Decreased the damage per tick by approximately 40%."
skills,Online:Teleport Strike,7.3.5,"* Teleport Strike: Fixed an issue where this ability and its morphs' tooltips stated it had an instant cast time, rather than its true 400ms cast time had since time immemorial."
skills,Online:Teleport Strike,8.0.5,"* Ambush (morph): ** Increased the duration of Empower granted from this morph to 10 seconds, up from 3. ** This morph now also grants Minor Berserk for its duration."
skills,Online:Teleport Strike,8.1.5,"* Lotus Fan (morph): ** Increased the duration of the Damage over Time to 20 seconds, up from 10. ** Reduced the damage per tick by ~23%."
skills,Online:Teleport Strike,10.2.5,"* Teleport Strike: Fixed an issue where this ability and morphs’ initial hit was missing the 15% damage increase that cast and channel time abilities are meant to receive. ** Lotus Fan: This morph now deals its initial hit in an area around the caster and applies the damage over time effect to those enemies hit. The damage over time effect has been adjusted to operate more closely to the power of Burning Talons or Acid Spray, rather than a standard DoT effect, to help differentiate it from other effects. This results in reducing the duration to 5 seconds, down from 20, increasing the tick rate to every 1 second, up from every 2, and increasing the damage per tick by ~22%. Overall, this results in less damage per cast, but more damage per second - rewarding more frequent activation."
skills,Online:Tendrils of the Colorless Sea,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:The Imperfect Ring,9.3.5,"* Increased the radius of this ability and the Fulminating Rune morph to 6 meters, up from 5, to better match their visual effects. The Runebreak synergy from all versions of this ability is now also 6 meters, up from 5. ** Rune of Displacement (morph): Increased the radius of this morph to 10 meters, up from 8, to better match its visual effects."
skills,Online:The Triune Word,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Third Moon's Chosen,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Thunderous Strike,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Time Stop,4.3.5,"* Increased the base cost of this ability to 8100 from 4590. Keep in mind that this is before the passive cost reduction from the skill line, or the passive cost reduction from the ability rank up. ** Developer Comment: Time Stop is an incredibly powerful ability that allows large areas to be controlled by the caster, and we've noticed that a core contributing factor to the ability's strength is the low cost and high uptime a single user can have. With this change, we want to ensure Time Stop is still powerful, but incurs a high risk of loss of resources to prevent it from being used too often. The cost is based off our other PvP-based abilities such as Purge or Rapid Maneuvers, as this ability is primarily best suited for PvP environments. We will continue to monitor the performance overall to determine if additional changes are needed in the future."
skills,Online:Time Stop,6.3.5,* Fixed an issue where this ability's visuals lasted longer than the debuff.
skills,Online:Tough,4.3.5,* Gain 12% Max Health → Increases your Max Health by 2000.
skills,Online:Tough (Companion),3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Transfer,1.6.5,* This passive now grants additional Ultimate (only while gaining Ultimate) after casting Siphoning abilities.
skills,Online:Trap Beast,1.3.3,* You will now face the targeted area when casting this ability.
skills,Online:Trap Beast,1.4.3,"* Shadow Cloak: This ability is no longer removed by the following ticking damage abilities. ** Agony ** Bat Swarm ** Caltrops ** Cripple ** Entropy ** Fire Rune ** Necrotic Orb ** Path of Darkness ** Soul Tether ** Trap Beast ** Volley ** Wall of Elements ** All elemental procs * Damage from Silver Bolts, Expert Hunter, and Trap Beast is now based on stamina and weapon damage instead of magicka and spell power."
skills,Online:Trap Beast,1.5.2,* Fixed an issue where the damage over time effects of this ability could not be cleansed.
skills,Online:Trap Beast,2.1.4,* This ability now grants the Minor Force buff which increases Critical Damage by 12%. * Reduced the arming time to 1.5 seconds from 3 seconds. * Increased the ability's duration to 60 seconds from 30 seconds. * This ability will no longer erroneously trigger the Sorcerer passive Exploitation. * Lightweight Trap Beast: Updated the casting animation for this ability.
skills,Online:Trap Beast,2.1.8,"* The Minor Force bonus granted by this ability, which was previously disabled to address an exploit, now functions as intended again."
skills,Online:Trap Beast,2.2.4,* Fixed an issue where this ability was checking against Spell Resistance for mitigation rather than Physical Resistance. * This ability now correctly crits based on Weapon Critical rather than Spell Critical. * The damage over time portion from this ability can now critically hit.
skills,Online:Trap Beast,2.3.5,* Rearming Trap: Fixed an issue where this morph's second trap would remain active after the caster died.
skills,Online:Trap Beast,2.4.5,"* This ability and its morphs now apply their damage over time to any enemy hit instead of only Undead and Daedra. In addition, this ability and its morphs now deal Physical Damage instead of Magic Damage."
skills,Online:Trap Beast,2.7.5,* Rearming Trap: Decreased the damage done by each trap summoned from this morph by 30%.
skills,Online:Trap Beast,4.3.5,* Fixed an issue where Major and Minor Evasion were affecting skills they should not have been. The following abilities and sets will no longer be reduced by Major and Minor Evasion's damage reduction: ** Force Pulse ** Overwhelming Surge ** Radial Uppercut ** Selene's ** Sheer Venom ** Shrouded Dagger's bounce damage ** Trap Beast and its morphs ** Unfathomable Darkness
skills,Online:Trap Beast,5.0.5,* Fixed an issue where the initial hit of this ability and its morphs could be dodged.
skills,Online:Trap Beast,5.1.5,"* Increased the duration of the Damage over Time from this ability and the Lightweight Trap Beast morph to 10 seconds from 6 seconds. * The Minor Force will now properly line up with the duration rather than being 2 seconds longer. * Reduced the damage per tick by approximately 6%, and reduced the duration of the Immobilize on all morphs to 2 seconds. * Reduced the base cost to 3240 from 3780. * Lightweight Trap Beast: This morph no longer ranks up the damage of the DoT, but instead reduces cost as it ranks up, to 2970 at Rank IV. * Rearming Trap Beast: ** Renamed this morph to Barbed Trap. ** This morph no longer places a new trap in the area after the original duration ends, but instead increases the duration of the DoT applied, up to 18 seconds at Rank IV. The damage per tick has increased by approximately 33%, since it was lower than the base morph."
skills,Online:Trap Beast,5.2.5,* Reduced the damage per tick of this ability and its morphs by approximately 50%.
skills,Online:Trap Beast,7.0.5,* The following abilities will now deal purely Bleed Damage rather than Physical Damage or a mix of Physical and Bleed Damage. ** Bloodthirst (morph of Flurry) ** Carve (morph of Cleave) ** Cutting Dive (morph of Dive) ** Pounce and morphs ** Trap Beast and morphs ** Twin Slashes and morphs
skills,Online:Trap Beast,7.1.5,"* This ability and its morph's traps now last for 15 seconds after their delay, rather than 1 minute."
skills,Online:Trap Beast,7.2.9,* Fixed an issue where this ability and the Barbed Trap morph could generate Ultimate in some odd cases.
skills,Online:Trap Beast,8.1.5,"* Increased the duration of this ability and its morphs to 20 seconds, up from 15 for the trap and 10 for the triggered effects. * Reduced the damage per tick by 25%. ** Barbed Trap (morph): This morph now decuples (x10) the chance of applying the Hemorrhaging status effect, rather than increasing the duration. This means the initial hit will have a 50% chance of applying it, rather than a 5%, and the Damage over Time will have a 30% chance per tick instead of 3%."
skills,Online:Trap Beast,8.3.5,"* This ability and its morphs will now only trigger ability timers after they've hit a target, rather than after placing and after hitting a target."
skills,Online:Trap Beast,9.3.5,"* Barbed Trap: This morph now increases the damage done of the initial hit by 20% and the initial hit now always applies the Hemorrhaging status effect, rather than increasing the chances of applying the effect by 10 times. ** Developer Comment: Since we’ve significantly buffed Hemorrhaging in instances when you can keep up the effect, we’re toning down this morph’s ability to passively keep it active. Now the initial hit will help jump start your stacks, but you’ll need to find additional sources of Bleed Damage to keep up the pressure."
skills,Online:Trapping Webs,1.6.5,* Increased the damage dealt by this ability by 25%. * The Synergy now applies to targets who are immune to crowd control effects.
skills,Online:Trapping Webs,2.0.1,"* Shadow Silk: Fixed an issue where this ability would allow the caster to use the synergy, rather than the caster's allies."
skills,Online:Trapping Webs,2.1.4,"* Increased the damage of this ability by 33%, and increased the travel speed of this ability's projectile. The graphical effects from this ability will now only last for the duration of the effect. * Tangling Webs (morph): Fixed an issue where the fear from this ability was not granting CC immunity."
skills,Online:Trapping Webs,2.3.5,* The Spawn Broodlings and Arachnophobia synergies from this ability and the Tangling Webs morph have had their summoned spider's damage reduced by 44%. The Black Widows synergy from the Shadow Silk morph has had its summoned spider's damage reduced by 35%.
skills,Online:Trapping Webs,2.4.5,"* Redesigned this ability and its morphs so they are now ground-placed area of effect abilities which create webs at the targeted location for 5 seconds, reducing the Movement Speed of enemies within by 50%. When the webs expire they burst into venom, dealing Poison Damage to enemies within. * This ability and its morphs are now Stamina abilities, and scale with Weapon Damage and Maximum Stamina. * The synergy for this ability and its morphs now deal Poison Damage."
skills,Online:Trapping Webs,2.5.5,* Fixed an issue with this ability and its morphs where both the Synergy activation and the spiders summoned by the Synergy could not Critically Strike.
skills,Online:Trapping Webs,2.7.5,* Fixed an issue where this ability and its morphs would Critically Strike based on your Spell Critical instead of your Weapon Critical.
skills,Online:Trapping Webs,3.3.5,"* Spawn Broodlings, Black Widows, and Arachnophobia (Trapping Webs & morphs) ** The prompt is now only visible to allies positioned further than 18 meters away from the webbed enemy. *** Developer Comments: We've changed some synergies, such as Spawn Broodlings or Radiate, to only be available to ranged players. This balances the amount of synergies available to both melee and ranged players. ** The prompt will now be available against all enemies within the webs, even if they cannot be snared. *** This means that the prompt will be available against boss or flying enemies. ** The spiders summoned now inherit your damage done bonuses, such as Major and Minor Berserk or the Mighty Champion passive. ** Fixed an issue where the spiders summoned would throttle their attacks against the same target. They will now use their bite attack as quickly as they are able to (approximately every 1.5 seconds)."
skills,Online:Trapping Webs,4.0.5,* The morphs for this ability now have unique icons.
skills,Online:Trapping Webs,4.1.5,"* Shadow Silk: Fixed an issue where the black widow spiders were using a poison damage over time effect that was being mitigated by the target's Spell Resistance, instead of their Physical Resistance."
skills,Online:Trapping Webs,4.3.5,"* Inner Fire and Trapping Webs: The Synergies granted from these abilities and their morphs now have a minimum range of 12 meters to activate, instead of 18 meters. (Rejoice, as you no longer need to sprint back and forth from varying ranges like an Olympian to activate these bonuses!) ** Developer Comment: While we want to have differences in the Synergies that melee and ranged build have access to, we realized that many ranged builds still found themselves getting closer to their targets in order to use powerful abilities such as Wall of Elements or other shorter ranged abilities. The new range should now better reward teetering between melee and ranged distances."
skills,Online:Trapping Webs,5.1.5,"* Reduced the cost of this ability and its morphs by approximately 15% since they were missing the standard. * These abilities now deal an initial hit of damage when they land at their target location, resulting in an approximate 75% damage increase for the caster. * Fixed many issues where parts of this ability would fail if the caster was silenced. * Spawn Broodlings (synergy): Reduced the initial hit of this ability and the other versions of the morph by approximately 21%. These synergies now summon 1 spider for 10 seconds, rather than 2 spiders for 15 seconds, which will significantly reduce their damage dealt. * Black Widows (morphed synergy): Increased the damage of the poison applied by the spider by approximately 66% to offset some of the damage loss of the base ability. Note this synergy will still see a large efficiency loss."
skills,Online:Trapping Webs,5.2.5,"* This ability and its morphs now last 10 seconds, rather than 5. * Fixed an issue where the synergies granted from these abilities were lasting longer than the ability that housed it."
skills,Online:Trapping Webs,5.3.4,* Fixed an issue where this ability and its morphs were being considered Damage over Time instead of melee damage in some cases.
skills,Online:Trapping Webs,6.2.5,* Fixed numerous visual issues with this ability and its morphs.
skills,Online:Tri Focus,1.1.2,* Increased the amount of splash damage from shock effects that this passive ability gives.
skills,Online:Tri Focus,1.3.3,* Tri Focus Freeze: Enemies snared by this ability now show a snared visual effect.
skills,Online:Tri Focus,1.5.2,* Tri Focus Rank II: Fixed an issue where this ability wasn't providing an increased critical strike chance for fire staff users.
skills,Online:Tri Focus,1.6.5,"* This passive now grants a damage bonus of 8% at Rank I, and 15% at Rank II to heavy attacks when the caster is using a fire staff. This passive also now adds splash damage equal to 10% at Rank I, and 20% at Rank II, of the damage of the attack when a caster using a lightning staff uses a heavy attack."
skills,Online:Tri Focus,2.1.4,"* The Lightning Staff bonus attack now hits up to 6 targets instead of 2 targets. * Heavy Frost attacks now grant a damage shield for 4/8% of your maximum health. * Heavy Shock attacks now deal 50/100% of the final pulse damage to nearby enemies with a maximum of 6 targets, using a radius falloff. * Reduced the heavy attack bonus from heavy fire attacks to 12% from 15%."
skills,Online:Tri Focus,2.7.5,"* This passive ability now taunts the enemy after you use a fully-charged Frost Heavy Attack. * This passive ability now causes your block to drain Magicka (instead of Stamina) and stops your Magicka Recovery (instead of Stamina Recovery) while blocking when you have a Frost Destruction Staff equipped. ** Developer Comment: With these changes and the updates to Ancient Knowledge, we're giving Frost Staves the capability of being used by tanks. This opens up a lot of new possibilities and builds we're excited to see for both PvP and PvE content. We'll be heavily monitoring the effectiveness of Frost Staff tanking in both types of content to determine if further changes are needed.:: To ensure Frost Staff tanking can be used as soon as you can enter dungeons at level 10, we've put a taunt on the heavy attack; this means you don't have to gain ranks with the Undaunted faction to start experiencing this playstyle. This does have the potential to cause issues with players who have Tri Focus and are doing DPS with a Frost Staff. We're aware of this potential issue and will make adjustments in the future as needed."
skills,Online:Tri Focus,3.0.5,"* This passive's splash damage with Lightning Staves is no longer increased by damage modifiers. ** Developer Comments: Area of Effect damage with Lightning Staff Heavy Attacks is currently too high, due to how the splash damage from Tri Focus ""double dips"" in damage modifiers; the damage modifier would first multiply the Heavy Attack damage, then also multiply the Tri Focus splash damage. This resulted in the splash damage being higher than the damage on the initial target, instead of the intended 100%."
skills,Online:Tri Focus,5.1.5,* Fixed an issue where this passive was not activating the Area of Effect damage while using a Heavy Attack with a Lightning Staff.
skills,Online:Tri Focus,6.1.5,"* Fixed an issue where the splash damage from Lightning Staves' Heavy Attacks was double hit by Battle Spirit. * Fixed an issue where this attack could also proc the Concussed status effect, despite Light and Heavy Attacks being unable to inflict status effects."
skills,Online:Tri Focus,6.2.5,"* This passive no longer causes your Heavy Attacks with a Frost Staff to taunt the enemy. * Increased the strength of the Damage Shield granted from Heavy Attacking with a Frost Staff to 12.5/25% of your Max Health, up from 4/8%."
skills,Online:Tri Focus,9.1.5,"*Flame Staff: This passive now applies a Damage over Time equal to power of a standard Damage over Time effect, over 10/20 seconds with a fully charged Heavy Attack, rather than increasing the damage done of your fully charged Heavy Attacks by 6/12% *Ice Staff: Increased the damage shield granted by this passive to 16.5/33% of your Max Health, up from 12.5/25%. *Lightning Staff: This passive now only triggers on fully charged Heavy Attacks, rather than any tick of a Heavy Attack. **Developer Comments: Since this passive is meant to help reward fully charged Heavy Attacks, we've reigned in some of the effects with Lightning Staves to make them more in line with other weapons while retaining their unique gameplay with builds that go all in on them. In addition, we've tried to sweeten the rewards for the other two staff types that in general don't Heavy Attack as much."
skills,Online:Trick Shot,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Trickster's Trap,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Triptych Physic,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Tundra's Maw,12.0.0,*Tundra's Maw: This passive upgrades the Chilled status effect to also apply Major Brittle for 2 seconds upon application.
skills,Online:Twilight Mantle,3.0.5,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Twin Blade and Blunt,1.2.3,* This passive ability now scales based on weapon damage instead of spell damage.
skills,Online:Twin Blade and Blunt,1.5.2,"* The axe bleed now deals damage over 6 seconds instead of 10. * Increased the damage per tick, though total damage done remains the same. * The mace bonus now causes you to ignore up to 20% of your target's armor."
skills,Online:Twin Blade and Blunt,2.0.4,* Siege Weapon damage no longer gains benefits from the Dual Wield Twin Blade and Blunt passive. * Twin Blade and Blunt: Fixed an issue where swords were not benefitting from this passive and increasing the damage of weapon attacks.
skills,Online:Twin Blade and Blunt,4.3.5,"* Reduced the bleed applied from the Axe version of this passive by approximately 12%. * Increased the increased damage bonus from the Sword version of this passive to 3% per sword equipped. ** Developer Comment: The axe version of both Twin Blade and Heavy Weapons were previously over budgeted and provided more total damage to your target than the other weapon types. Additionally, the bleeds applied from these weapons were performing well against all armor types, rather than focusing on being better against only targets with high Physical Resistance. We are still closely monitoring the bleed from these passives, and investigating ways to better distinguish the play patterns that Axes and Maces provide.:: The sword version of both of these passives were also under budgeted since their bonuses were additive. We've increased this to 6% in the meantime to fix some truncation issues with Dual Wield, and will continue to investigate ways to ensure swords remain a viable choice of weapon type."
skills,Online:Twin Blade and Blunt,5.1.5,* The axe bleed from this passive now ticks every second instead of every 2 seconds. * Increased the total damage by approximately 24%.
skills,Online:Twin Blade and Blunt,5.3.4,* Fixed an issue where the bleed from this passive was not consistent with its proc condition.
skills,Online:Twin Blade and Blunt,6.3.5,"* Reworked this passive to grant the following bonuses: ** Axes now increases your Critical Damage and Healing Done by 2/4% per axe, rather than having a chance to apply a Bleed. ** Daggers now grant 1.7/3.4% Critical Chance per dagger, rather than 2.5/5% Weapon Critical Chance. ** Maces now grant 825/1650 Armor Penetration per mace, rather than ignoring 5/10% of the target's Physical Resistance. ** Swords now grant 71/142 Weapon Damage per sword, rather than increasing Damage Done by 3/6%. **Developer Comment: Previously, this passive was too binary in terms of which was viewed as the best, so we've made some adjustments to make it more clear as well as more universally helpful. We've opted to remove the passive Bleed chance as it was the only effect that could carry over after activating, making it an almost guaranteed pick. Maces also felt too punishing and awkward as they became weaker the more you reduced your target's Resistances, so we moved to a flat bonus instead. Swords often didn't scale the way they appeared and seemed stronger than they were, so we moved to a more easily discernable power increase. Additionally, all of these effects now apply to any attack rather than only Martial based attacks to assist hybrid builds and general accessibility."
skills,Online:Twin Blade and Blunt,7.0.5,* This passive now increases your Critical Damage done with axes by 3/6% per axe rather than Critical Percent by 2/4%.
skills,Online:Twin Slashes,1.4.3,* Fixed an issue where you could get a movement speed bonus if this ability was activated when your target was out of range.
skills,Online:Twin Slashes,1.5.2,* This ability no longer gives you a speed bonus when activated with an enemy targeted that is out of melee range. * Increased the tick damage for this ability by approximately 10%. * The morphs for this ability now increase in damage as the ability is ranked up. * Camouflaged Hunter (Expert Hunter morph): This ability now only applies to the first hit of the ability Twin Slashes.
skills,Online:Twin Slashes,1.6.5,* The second hit caused by this ability is now able to crit.
skills,Online:Twin Slashes,2.7.5,* Adjusted the order of the Active Abilities in this skill line. They now unlock in the following order: ** Flurry ** Twin Slashes ** Whirlwind ** Blade Cloak ** Hidden Blade
skills,Online:Twin Slashes,3.0.5,* Increased the cost of this ability and its morphs by approximately 60%.
skills,Online:Twin Slashes,4.0.5,"* Rending Slashes: The snare applied by this morph now reduces Movement Speed by 40%, down from 50%."
skills,Online:Twin Slashes,4.1.5,* Rending Slashes: Decreased the duration of the snare to 4 seconds from 9 seconds.
skills,Online:Twin Slashes,4.2.7,* The Damage over Time from Twin Slashes and its morphs can no longer proc Weapon Enchantments or poisons.
skills,Online:Twin Slashes,5.0.5,"* Adjusted this ability and its morphs to follow our standardized Damage over Time ruleset. * Increased the total duration to 10 seconds from 9 seconds. * Increased the delay to 2 seconds from 1 second. * Increased the damage per tick by approximately 15% to make up for the loss of the first tick. This will result in roughly the same overall DPS, but with less burst damage. * Blood Craze: Increased the heal per tick by approximately 27%, and fixed an issue where this ability was being calculated with bonuses as an offensive attack rather than a heal."
skills,Online:Twin Slashes,5.1.5,* Increased the Damage over Time from this ability and its morphs by approximately 37%.
skills,Online:Twin Slashes,5.2.5,* Decreased the damage per tick of this ability and its morphs damage over time by approximately 50%. * Blood Craze (morph): ** The healing for this morph is now equal to the coefficient of the damage.
skills,Online:Twin Slashes,7.0.5,* The following abilities will now deal purely Bleed Damage rather than Physical Damage or a mix of Physical and Bleed Damage. ** Bloodthirst (morph of Flurry) ** Carve (morph of Cleave) ** Cutting Dive (morph of Dive) ** Pounce and morphs ** Trap Beast and morphs ** Twin Slashes and morphs * Blood Craze (morph): Fixed an issue where the heal from this morph was not considered a Dual Wield ability or a Weapon ability.
skills,Online:Twin Slashes,8.1.5,"* This ability and its morphs now last for 20 seconds, up from 10. * Decreased the damage per tick by 25%. ** Rending Slashes (morph): This morph now also applies Hemorrhaging from the initial hit's damage. ** Blood Craze (morph): *** This morph now heals anytime the ability deals damage, rather than only when the Damage over Time deals damage. *** Reduced the healing coefficient to match the Damage over Time coefficient."
skills,Online:Unbound Potential,12.0.5,*Unbound Potential: This passive upgrades rank 2 of Fated Fortune to also increase your damage done by 30% (15% against players) for 7 seconds.
skills,Online:Undaunted Command,1.5.2,"* Undaunted: ** Added two new passives to this skill line: *** Undaunted Command: This passive will now allow you to regain health, magicka, and stamina when activating a synergy ability. *** Undaunted Mettle: This passive increases your health, magicka, and stamina when wearing different types of armor."
skills,Online:Undaunted Command,1.6.5,* Updated the tooltip for Undaunted Command so it is more clear which synergies trigger the passive ability.
