family,page,template,param,value
skills,Online:Radiant Destruction,ESO Patch Note,1,3.3.5
skills,Online:Radiant Destruction,ESO Patch Note,2,* Radiant Oppression: Fixed an issue where the execute bonus damage and Magicka bonus damage from this morph were not multiplicative with each other. This fix will result in higher damage done with this morph.
skills,Online:Radiant Destruction,ESO Patch Note,1,4.1.5
skills,Online:Radiant Destruction,ESO Patch Note,2,* Increased the maximum bonus execute damage dealt by this ability and its morph to 480% from 330%.
skills,Online:Radiant Destruction,ESO Patch Note,1,4.2.5
skills,Online:Radiant Destruction,ESO Patch Note,2,"* Decreased the channel time for this ability and its morphs to 1.8 seconds from 2.8 seconds; the damage done has been decreased by approximately 15% and cost by approximately 35%. The total damage per second and cost per second should remain relatively unchanged. **Developer Comment: This change allows the Templar more opportunities to integrate damage over time effects into their rotation during the execute phase, while retaining the powerful level of Radiant Destruction. The reduction of time spent casting should help Templars' execute phase feel more engaging for the caster since they can now devote more time to maintaining other abilities."
skills,Online:Radiant Destruction,ESO Patch Note,1,7.1.5
skills,Online:Radiant Destruction,ESO Patch Note,2,"* Fixed an issue where both morphs of this ability had scaling coefficients with less significant figures than intended, resulting in some very minor lost damage. ** Radiant Oppression (morph): This morph no longer increases the damage done of the ability based on your current Magicka, but instead increases the damage scaling of the execute multiplier to 500%. This should retain roughly the overall maximum power of the morph, but with far less micromanagement."
skills,Online:Radiant Destruction,ESO Patch Note,1,8.1.5
skills,Online:Radiant Destruction,ESO Patch Note,2,* Radiant Destruction: Increased the base damage of this ability and its morphs by approximately 23% to ensure it stands up to execute abilities when looking at their ability to be more frequently weaved with.
skills,Online:Radiant Destruction,ESO Patch Note,1,9.2.5
skills,Online:Radiant Destruction,ESO Patch Note,2,"* Radiant Glory (morph): This morph now also grants Magicka restore when it deals damage, which is based on the missing health of the enemy, up to a maximum of 480 per tick."
skills,Online:Radiant Destruction,ESO Patch Note,1,10.1.5
skills,Online:Radiant Destruction,ESO Patch Note,2,* Fixed an issue where this ability and its morphs’ visuals would appear to spill out and reflect on yourself when the abilities triggered the Overcharged status effect on the enemy target.
skills,Online:Radiant Destruction,ESO Patch Note,1,11.0.5
skills,Online:Radiant Destruction,ESO Patch Note,2,"* Increased the time this ability can be channeled to 3.8 seconds, up from 1.8 seconds, to reduce the need to constantly activate the skill. This ability and its morphs now cost 1080 Magicka per tick, rather than having an upfront cost of 2950 - to ensure it drains resources closer to other execute abilities, while still remaining cheaper than others since it's far more restrictive. Increased the damage per tick of this ability and its morphs by ~16%. Adjusted the execute scaling to now start at 33% Health and gaining up to 500% bonus damage, rather than starting at 50% Health and gaining up to 480% bonus damage. This ability and its morphs are now dodgeable, in efforts to help prevent it from being a complete death sentence at low health in PvP areas. *** Developer Comment: Now that subclassing is here, we're adjusting some numbers and functionality on this execute to give it more defined strengths and weaknesses in hopes that it doesn't eclipse other execute options. The higher commitment time and cost per tick should ensure it has slightly more risks with channeling it. The base damage is increasing for cleaner math, while the execute scaling is being adjusted so it doesn't outright beat other executes, while retaining the power fantasy of melting very low health enemies. Lastly, we're making this execute dodgeable as an exception, to improve some of the counterplay in PvP. ** Radiant Glory: This morph now reduces the base cost to 648 per tick, rather than restoring a small chunk of Magicka per tick based on missing Health. Decreased the healing done to 15% of the damage done per tick, down from 17%. ** Radiant Oppression: This morph now causes the execute scaling to begin at 40% Health, rather than increasing the execute scaling bonus damage by 20%."
skills,Online:Radiant Destruction,ESO Skills With,1,Magic Damage
skills,Online:Radiant Destruction,ESO Skills With,2,Damage Over Time
skills,Online:Radiant Destruction,ESO Skills With,3,Execute
skills,Online:Radiant Destruction,ESO Skills With,4,Heal Self
skills,Online:Radiant Destruction,ESO Skills With,5,Restore Magicka
skills,Online:Radiant Destruction,ESO Skills With,6,Magicka Cost
skills,Online:Raging Storm,Mod Header,1,High Isle
skills,Online:Raging Storm,Online Skill Summary,id,164191
skills,Online:Raging Storm,Online Skill Summary,line,Lightning Caller
skills,Online:Raging Storm,Online Skill Summary,type,Companion
skills,Online:Raging Storm,Online Skill Summary,icon,Companion-Raging Storm
skills,Online:Raging Storm,Online Skill Summary,desc,"Ember creates a thunderstorm that follows the target, striking all enemies within for 1012/1159 Shock Damage every 1 second for 8 seconds. The final strike deals 300% additional damage to enemies under 25% Health."
skills,Online:Raging Storm,Online Skill Summary,linerank,20
skills,Online:Raging Storm,Online Skill Summary,cost,200 Ultimate
skills,Online:Raging Storm,Online Skill Summary,casttime,0.2 seconds
skills,Online:Raging Storm,Online Skill Summary,range,28 meters
skills,Online:Raging Storm,Online Skill Summary,radius,8 meters
skills,Online:Raging Storm,Online Skill Summary,duration,7 seconds
skills,Online:Raging Storm,ESO Patch Note,1,3.0.5
skills,Online:Raging Storm,ESO Patch Note,2,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Raging Storm,ESO Companion Skills With,1,Shock Damage
skills,Online:Raging Storm,ESO Companion Skills With,2,Area of Effect
skills,Online:Raging Storm,ESO Companion Skills With,3,Multiple Strikes
skills,Online:Raging Storm,ESO Companion Skills With,4,Execute
skills,Online:Raging Storm,ESO Companion Skills With,5,Ultimate Cost
skills,Online:Ranger,Online Skill Summary,id,45493
skills,Online:Ranger,Online Skill Summary,id1,30942
skills,Online:Ranger,Online Skill Summary,id2,45493
skills,Online:Ranger,Online Skill Summary,line,Bow
skills,Online:Ranger,Online Skill Summary,type,Passive
skills,Online:Ranger,Online Skill Summary,icon,Bow-Ranger
skills,Online:Ranger,Online Skill Summary,desc,WITH BOW EQUIPPED Reduces the Stamina cost of Bow abilities by 7%.
skills,Online:Ranger,Online Skill Summary,desc2,WITH BOW EQUIPPED Reduces the Stamina cost of Bow abilities by 15%.
skills,Online:Ranger,Online Skill Summary,linerank1,17
skills,Online:Ranger,Online Skill Summary,linerank2,28
skills,Online:Ranger,ESO Skills With,1,Passive Effect
skills,Online:Ranger,ESO Skills With,2,Reduce Skill Cost
skills,Online:Rapid Fire,Online Skill Summary,id,86586
skills,Online:Rapid Fire,Online Skill Summary,line,Bow
skills,Online:Rapid Fire,Online Skill Summary,type,Ultimate
skills,Online:Rapid Fire,Online Skill Summary,icon,Bow-Rapid Fire
skills,Online:Rapid Fire,Online Skill Summary,desc,"Unleash a barrage of arrows at an enemy, dealing [46107 / 46611 / 47115 / 47637] Physical Damage over 4 seconds. You can move at full speed and are immune to all disabling effects while channeling this attack. This ability is considered direct damage."
skills,Online:Rapid Fire,Online Skill Summary,desc1,"Unleash a barrage of arrows at an enemy, dealing 47619 Poison Damage over 4 seconds. After dealing damage you poison the enemy, dealing an additional [26460 / 26760 / 27040 / 27340] Poison Damage over 8 seconds after a 1 second delay. You can move at full speed and are immune to all disabling effects while channeling this attack. This ability is considered direct damage."
skills,Online:Rapid Fire,Online Skill Summary,desc2,"Casting Time: Instant, Channel Time:, Duration: 5 seconds, Range: 25 meters. Create a turret to unleash a barrage of arrows at an enemy, dealing [41236 / 41691 / 42133 / 42588] Physical Damage over 5 seconds."
skills,Online:Rapid Fire,Online Skill Summary,linerank,50
skills,Online:Rapid Fire,Online Skill Summary,cost,175 Ultimate
skills,Online:Rapid Fire,Online Skill Summary,range,28 meters
skills,Online:Rapid Fire,Online Skill Summary,channeltime,4 seconds
skills,Online:Rapid Fire,Online Skill Summary,target,Enemy
skills,Online:Rapid Fire,Online Skill Summary,morph1name,Toxic Barrage
skills,Online:Rapid Fire,Online Skill Summary,morph1id,86603
skills,Online:Rapid Fire,Online Skill Summary,morph1icon,Bow-Toxic Barrage
skills,Online:Rapid Fire,Online Skill Summary,morph1desc,"Deals Poison Damage. Dealing damage with the attack injects them with poison, dealing additional damage over time."
skills,Online:Rapid Fire,Online Skill Summary,morph2name,Ballista
skills,Online:Rapid Fire,Online Skill Summary,morph2id,86620
skills,Online:Rapid Fire,Online Skill Summary,morph2icon,Bow-Ballista
skills,Online:Rapid Fire,Online Skill Summary,morph2desc,"Create a turret to channel the attack for you, but for less damage."
skills,Online:Rapid Fire,Online Skill Summary,image,ON-skill-Rapid_Fire.jpg
skills,Online:Rapid Fire,Online Skill Summary,imgdesc,Rapid Fire
skills,Online:Rapid Fire,ESO Patch Note,1,2.6.4
skills,Online:Rapid Fire,ESO Patch Note,2,"* New Weapon Ultimates have been added to the game. Each Weapon skill line now has one Ultimate, and each Ultimate can be obtained by reaching Rank 50 in its respective Weapon skill line. Weapon Ultimates can be morphed as well!"
skills,Online:Rapid Fire,ESO Patch Note,1,2.7.5
skills,Online:Rapid Fire,ESO Patch Note,2,* The bow and arrow used for this ability will now point in the same direction.
skills,Online:Rapid Fire,ESO Patch Note,1,3.0.5
skills,Online:Rapid Fire,ESO Patch Note,2,* Updated the visual effects on this ability and the Toxic Barrage morph. * Fixed an issue where this ability and the Toxic Barrage morph would ignore line of sight.
skills,Online:Rapid Fire,ESO Patch Note,1,4.0.5
skills,Online:Rapid Fire,ESO Patch Note,2,"* This ability and the Toxic Barrage morph now grant you crowd control immunity while you are channeling them. **Developer Comments: This puts these abilities more in line with the Soul Strike ability, which provides similar protections. We don't want players to activate an Ultimate and have it easily and immediately negated."
skills,Online:Rapid Fire,ESO Patch Note,1,4.2.7
skills,Online:Rapid Fire,ESO Patch Note,2,* The residual Damage over Time from Toxic Barrage can no longer proc Weapon Enchantments or poisons.
skills,Online:Rapid Fire,ESO Patch Note,1,5.0.5
skills,Online:Rapid Fire,ESO Patch Note,2,* Ballista: Fixed an issue where the damage from this ability could cause health desyncs to occur under certain circumstances.
skills,Online:Rapid Fire,ESO Patch Note,1,5.1.5
skills,Online:Rapid Fire,ESO Patch Note,2,"* Increased the channeled damage from this ability and the Toxic Barrage morph by approximately 11%, and reduced channel time to 4 seconds from 4.1 seconds. * Toxic Barrage: Removed the delay and reduced damage of the DoT by approximately 6% so it properly deals half the damage of the channeled attack. * Ballista: Reduced the duration of the turret to 5 seconds from 5.5 seconds, and fixed an issue where it was double dipping in rank progression. This will result in a minor damage decrease."
skills,Online:Rapid Fire,ESO Patch Note,1,5.2.5
skills,Online:Rapid Fire,ESO Patch Note,2,"* Ballista (morph): Updated the tooltip of this ability to show its true range, to prevent confusion in areas where you could increase your range yet fail to actually increase the range of the ability."
skills,Online:Rapid Fire,ESO Patch Note,1,5.3.4
skills,Online:Rapid Fire,ESO Patch Note,2,* Ballista (morph): Fixed an issue where this ability could continuously break the caster's invisibility.
skills,Online:Rapid Fire,ESO Patch Note,1,6.1.5
skills,Online:Rapid Fire,ESO Patch Note,2,"* Toxic Barrage (morph): ** Fixed an issue where the Damage over Time from this attack would apply to the target, even if they dodged all instances of damage. ** The poison will now apply on each tick, but with a delay of 1 second to ensure it does not deal damage until they have stopped taking damage from the ability. ** Fixed an issue where this portion of the ability could not stack from multiple players."
skills,Online:Rapid Fire,ESO Patch Note,1,7.0.5
skills,Online:Rapid Fire,ESO Patch Note,2,* Toxic Barrage (morph): Fixed an issue where the Damage over Time from this Ultimate failed to apply to targets that blocked the attack.
skills,Online:Rapid Fire,ESO Patch Note,1,10.0.5
skills,Online:Rapid Fire,ESO Patch Note,2,"* Fixed an issue with this Ultimate and the Toxic Barrage morph where the visual effects could become stuck on a target even after the ability was cancelled. * Fixed an issue where these two abilities also shot a phantom arrow, dealing 10 instances of damage, despite only shooting 9 arrows maximum. The total damage per cast has remained relatively untouched (some minor rounding may result in < 1% changes). ** Toxic Barrage (morph): Increased the Damage over Time effect to match the new damage per shot by ~11%, now that it applies one less tick."
skills,Online:Rapid Fire,ESO Skills With,1,Physical Damage
skills,Online:Rapid Fire,ESO Skills With,2,Multiple Strikes
skills,Online:Rapid Fire,ESO Skills With,3,Immunity
skills,Online:Rapid Fire,ESO Skills With,4,Poison Damage
skills,Online:Rapid Fire,ESO Skills With,5,Damage Over Time
skills,Online:Rapid Fire,ESO Skills With,6,Summon
skills,Online:Rapid Fire,ESO Skills With,7,Ultimate Cost
skills,Online:Rapid Maneuver,NeedsImage,1,"Spell being cast while mounted, morphs"
skills,Online:Rapid Maneuver,Online Skill Summary,id,46492
skills,Online:Rapid Maneuver,Online Skill Summary,line,Assault
skills,Online:Rapid Maneuver,Online Skill Summary,icon,Assault-Rapid Maneuver
skills,Online:Rapid Maneuver,Online Skill Summary,desc,"Mobilize your forces, granting Major Expedition to you and your group, increasing your Movement Speed by 30% for 8 seconds."
skills,Online:Rapid Maneuver,Online Skill Summary,desc1,"Mobilize your forces, granting Major Expedition to you and your group, increasing your Movement Speed by 30% for 8 seconds. Attacks from behind deal [12 / 13 / 14 / 15]% less damage while this effect persists."
skills,Online:Rapid Maneuver,Online Skill Summary,desc2,"Cost: [6426 / 6336 / 6246 / 6156] Stamina. Mobilize your forces, granting Major and Minor Expedition to you and your group, increasing your Movement Speed by 30% and 15% respectively, for 8 seconds."
skills,Online:Rapid Maneuver,Online Skill Summary,linerank,5
skills,Online:Rapid Maneuver,Online Skill Summary,cost,6426 Stamina
skills,Online:Rapid Maneuver,Online Skill Summary,attrib,Stamina
skills,Online:Rapid Maneuver,Online Skill Summary,casttime,Instant
skills,Online:Rapid Maneuver,Online Skill Summary,radius,28 meters
skills,Online:Rapid Maneuver,Online Skill Summary,duration,8 seconds
skills,Online:Rapid Maneuver,Online Skill Summary,target,Area
skills,Online:Rapid Maneuver,Online Skill Summary,morph1name,Retreating Maneuver
skills,Online:Rapid Maneuver,Online Skill Summary,morph1id,46505
skills,Online:Rapid Maneuver,Online Skill Summary,morph1icon,Assault-Retreating Maneuver
skills,Online:Rapid Maneuver,Online Skill Summary,morph1desc,Attacks made against you from behind deal less damage while this effect persists.
skills,Online:Rapid Maneuver,Online Skill Summary,morph2name,Charging Maneuver
skills,Online:Rapid Maneuver,Online Skill Summary,morph2id,46519
skills,Online:Rapid Maneuver,Online Skill Summary,morph2icon,Assault-Charging Maneuver
skills,Online:Rapid Maneuver,Online Skill Summary,morph2desc,"Also grants Minor Expedition, increasing your Movement Speed further. Reduces the cost as the ability ranks up."
skills,Online:Rapid Maneuver,Online Skill Summary,image,ON-skill-Rapid_Maneuver.jpg
skills,Online:Rapid Maneuver,Online Skill Summary,imgdesc,Rapid Maneuver
skills,Online:Rapid Maneuver,ESO Patch Note,1,1.1.2
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Charging Maneuver: This ability now properly adds Weapon Damage.
skills,Online:Rapid Maneuver,ESO Patch Note,1,1.2.4
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Fixed an issue where this ability was not working while mounted. We also fixed an issue where using this ability would reduce your game's performance when hitting multiple targets.
skills,Online:Rapid Maneuver,ESO Patch Note,1,1.6.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,"* This ability now grants the Major Expedition buff. * This ability and its morphs can now be cast while mounted. * Charging Maneuver: This ability now grants the Minor Expedition Increase buff for 8 seconds after attacking an enemy. * The duration of both morphs from this ability now increases with the level of the ability, up to a maximum of 23 seconds."
skills,Online:Rapid Maneuver,ESO Patch Note,1,2.1.4
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Fixed an issue which was causing this ability to trigger the Mountain's Blessing passive.
skills,Online:Rapid Maneuver,ESO Patch Note,1,2.1.6
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Fixed an issue which prevented Rank 1 of this ability from affecting movement speed while you were on your mount.
skills,Online:Rapid Maneuver,ESO Patch Note,1,2.3.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,"* This ability and its morphs now also remove their bonuses whenever you cast a friendly ability on an ally, as well as a damaging ability on an enemy. * Increased the duration of this ability and its morphs to 30 seconds from 20 seconds. * This ability and its morphs now only affect your group, instead of any friendly nearby ally. * Reduced the maximum amount of targets this ability and its morphs can affect to 24 targets, previously an infinite amount of targets."
skills,Online:Rapid Maneuver,ESO Patch Note,1,2.3.10
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Fixed an issue where the bonuses from this ability and its morphs would affect group members at any distance instead of within a 20 meter radius.
skills,Online:Rapid Maneuver,ESO Patch Note,1,3.3.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,* Fixed an issue where the buff from this ability and its morphs would be removed if you used Shadow Cloak near monsters or NPCs.
skills,Online:Rapid Maneuver,ESO Patch Note,1,4.3.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,"* Rapid Maneuvers & morphs now affect 12 targets instead of 24 ** Developer Comment: Due to the structure of our group sizes and targeting systems in place, we wanted a healthier balance in terms of how abilities hit targets. Previously, many abilities only hit 6 players (such as Molten Weapons or Frost Cloak), while other abilities hit 24 players (Rapids or Warhorn) which left a large disparity in their performance in how groups engaged with them. We used the Trial group size as a healthy medium since it was in the middle of 4-player dungeon content and large-scale warfare in Cyrodiil. Please note that we consider abilities that heal or do damage as higher impact, thus their additional affixes will continue to only hit 6 targets for the time being. * This ability and its morphs will no longer provide immunity to snares or immobilizes. * Retreating Maneuvers: This morph will no longer remove current snares or immobilizes, and will instead grant affected allies a bonus that reduces their damage taken from behind by 15%. ** Developer Comment: After the changes to Major Expedition in Update 20, we wanted to make sure all abilities that provided the buff were given the same pass, yet Rapid Maneuvers was left untouched. We wanted to spend more time fleshing out a new identity for this ability, while still retaining the unique group play it enabled. Since the removal of snares and immobilizes is such a powerful tool, we removed that function from this skill since it was allowing large groups to ignore incorporating those types of abilities in their individual builds. We repurposed Retreating Maneuvers for something that was strictly defensive, as the name implied, so you'll now take less damage when being attacked from the backside as you reposition or retreat."
skills,Online:Rapid Maneuver,ESO Patch Note,1,5.1.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,"* Reduced the cost of this ability and its morphs to 6885 from 8100 for the 15% Stamina cost reduction standard. * This ability and its morphs will no longer remove themselves if you take an action, such as healing or damage. * Reduced the duration of the Major Expedition granted to 8 seconds from 30 seconds at Rank IV. Note it will continue granting Major Gallop for 30 seconds. * Retreating Maneuver: This ability no longer ranks up in duration. * Charging Maneuver: ** This morph no longer grants Minor Expedition after the Major Gallop ends or is reapplied. Instead, it grants the Minor Expedition bonus alongside the Major Expedition bonus. ** This ability no longer ranks up in duration, but instead reduces in cost. ** Fixed an issue where Minor Expedition was ignoring range requirements, and applying to allies in lands far, far away."
skills,Online:Rapid Maneuver,ESO Patch Note,1,6.3.5
skills,Online:Rapid Maneuver,ESO Patch Note,2,"* This ability and its morphs no longer grant Major Gallop on cast since it is no longer necessary. * Reduced the cost of this ability to 6426, down from 6885. * Fixed an issue where casting this ability's morphs would fail on nearby innocents if the setting ""Prevent Attacking Innocents"" was turned on."
skills,Online:Rapid Maneuver,ESO Skills With,1,Increase Movement Speed
skills,Online:Rapid Maneuver,ESO Skills With,2,Reduce Damage Taken
skills,Online:Rapid Maneuver,ESO Skills With,3,Stamina Cost
skills,Online:Rapid Mending,Online Skill Summary,id,45529
skills,Online:Rapid Mending,Online Skill Summary,id1,29791
skills,Online:Rapid Mending,Online Skill Summary,id2,45529
skills,Online:Rapid Mending,Online Skill Summary,line,Heavy Armor
skills,Online:Rapid Mending,Online Skill Summary,type,Passive
skills,Online:Rapid Mending,Online Skill Summary,icon,Heavy Armor-Rapid Mending
skills,Online:Rapid Mending,Online Skill Summary,desc,Increases your healing received by 1% for every 2 pieces of Heavy Armor worn.
skills,Online:Rapid Mending,Online Skill Summary,desc2,Increases your healing received by 1% for each piece of Heavy Armor worn.
skills,Online:Rapid Mending,Online Skill Summary,linerank1,42
skills,Online:Rapid Mending,Online Skill Summary,linerank2,50
skills,Online:Rapid Mending,ESO Patch Note,1,2.4.5
skills,Online:Rapid Mending,ESO Patch Note,2,"* This passive ability no longer increments its bonuses with each piece of Heavy Armor, and now requires 5 pieces or more of Heavy Armor to be worn. * Increased the healing taken bonus to 4/8% * This ability now increases the amount of resources your Heavy Attacks restore by 25/50% at Ranks I/II."
skills,Online:Rapid Mending,ESO Patch Note,1,2.5.5
skills,Online:Rapid Mending,ESO Patch Note,2,* Fixed an issue where this passive ability's Heavy Attack resource restore bonus was applying even when you did not have 5 pieces of Heavy Armor equipped.
skills,Online:Rapid Mending,ESO Patch Note,1,2.7.5
skills,Online:Rapid Mending,ESO Patch Note,2,"* This passive now increases the amount of resources your Heavy Attacks restore by 12/25% from 25/50%. **Developer Comments: Part of the counterplay against a Heavy Armor enemy is to stop attacking them for a short period (to drop their Wrath stacks and not trigger their Constitution passive), but Rapid Mending made it so they could still restore a significant amount of resources, even if you were trying to avoid them. Reducing this should ensure Heavy Armor is more about constantly taking damage to maximize its strengths."
skills,Online:Rapid Mending,ESO Patch Note,1,3.2.5
skills,Online:Rapid Mending,ESO Patch Note,2,"* This passive ability no longer increases the amount of resources your Heavy Attacks restore, as that effect has been moved to the new Revitalize passive. It continues to increase your healing received by 4/8%. **Developer Notes:We want each of the three armor types to have unique trade-offs. Heavy Armor's main advantage is its increase to survivability, while the disadvantage is its lower damage and healing power. To emphasize this distinction, we've removed the Wrath passive."
skills,Online:Rapid Mending,ESO Skills With,1,Passive Effect
skills,Online:Rapid Mending,ESO Skills With,2,Heavy Armor Boost
skills,Online:Rapid Mending,ESO Skills With,3,Increase Healing Received
skills,Online:Rapid Rot,Mod Header,1,Elsweyr
skills,Online:Rapid Rot,Online Skill Summary,id,116201
skills,Online:Rapid Rot,Online Skill Summary,id1,116199
skills,Online:Rapid Rot,Online Skill Summary,id2,116201
skills,Online:Rapid Rot,Online Skill Summary,line,Grave Lord
skills,Online:Rapid Rot,Online Skill Summary,type,Passive
skills,Online:Rapid Rot,Online Skill Summary,icon,Grave Lord-Rapid Rot
skills,Online:Rapid Rot,Online Skill Summary,desc,Increases your damage done with damage over time effects by 5%.
skills,Online:Rapid Rot,Online Skill Summary,desc2,Increases your damage done with damage over time effects by 10%.
skills,Online:Rapid Rot,Online Skill Summary,linerank1,39
skills,Online:Rapid Rot,Online Skill Summary,linerank2,50
skills,Online:Rapid Rot,ESO Patch Note,1,5.2.5
skills,Online:Rapid Rot,ESO Patch Note,2,"* Increased the damage bonus for this passive to 15%, up from 10%."
skills,Online:Rapid Rot,ESO Patch Note,1,8.1.5
skills,Online:Rapid Rot,ESO Patch Note,2,"* This passive now increases your damage done with Damage over Time effects by 5/10%, down from 7/15%."
skills,Online:Rapid Rot,ESO Skills With,1,Increase Damage Dealt
skills,Online:Rapid Rot,ESO Skills With,2,Passive Effect
skills,Online:Razor Cape,Mod Header,1,Blackwood
skills,Online:Razor Cape,Online Skill Summary,id,152696
skills,Online:Razor Cape,Online Skill Summary,line,Dual Wield (Companion)
skills,Online:Razor Cape,Online Skill Summary,type,Companion
skills,Online:Razor Cape,Online Skill Summary,icon,Companion-Razor Cape
skills,Online:Razor Cape,Online Skill Summary,desc,"Your Companion envelops themselves in a ring of floating razors, dealing 630 Physical Damage to nearby enemies every 2 seconds for 8 seconds. The razors also shield them from attacks, reducing their damage taken by 20%."
skills,Online:Razor Cape,Online Skill Summary,linerank,20
skills,Online:Razor Cape,Online Skill Summary,casttime,0.2 seconds
skills,Online:Razor Cape,Online Skill Summary,radius,5 meters
skills,Online:Razor Cape,Online Skill Summary,duration,8 seconds
skills,Online:Razor Cape,Online Skill Summary,target,Area
skills,Online:Razor Cape,Online Skill Summary,cost,12 seconds
skills,Online:Razor Cape,ESO Patch Note,1,3.0.5
skills,Online:Razor Cape,ESO Patch Note,2,"* Fixed an issue where ranking up a summon ability (Unstable Familiar, Summon Winged Twilight, Feral Guardian, etc.) would unsummon your pet."
skills,Online:Razor Cape,ESO Companion Skills With,1,Physical Damage
skills,Online:Razor Cape,ESO Companion Skills With,2,Area of Effect
skills,Online:Razor Cape,ESO Companion Skills With,3,Reduce Damage Taken
skills,Online:Reach,Online Skill Summary,id,45621
skills,Online:Reach,Online Skill Summary,id1,39254
skills,Online:Reach,Online Skill Summary,id2,45621
skills,Online:Reach,Online Skill Summary,line,Assault
skills,Online:Reach,Online Skill Summary,type,Passive
skills,Online:Reach,Online Skill Summary,icon,Assault-Reach
skills,Online:Reach,Online Skill Summary,desc,Increases the range of long-range abilities by 2 meters while near a keep or outpost. Any ability with a range greater than 28 meters is affected.
skills,Online:Reach,Online Skill Summary,desc2,Increases the range of long-range abilities by 5 meters while near a keep or outpost. Any ability with a range greater than 28 meters is affected.
skills,Online:Reach,Online Skill Summary,linerank1,5
skills,Online:Reach,Online Skill Summary,linerank2,10
skills,Online:Reach,ESO Patch Note,1,1.1.2
skills,Online:Reach,ESO Patch Note,2,* Reach I: Fixed an issue where Reach I was granting slightly more range than was intended. Rank II remains unchanged.
skills,Online:Reach,ESO Patch Note,1,4.0.5
skills,Online:Reach,ESO Patch Note,2,"* This skill now properly applies only in areas of Keeps, Resources, Outposts, Districts and Scroll Temples."
skills,Online:Reach,ESO Patch Note,1,4.2.5
skills,Online:Reach,ESO Patch Note,2,"* This ability now only affects abilities that have a 28 meter range or more, previously 15 meters."
skills,Online:Reach,ESO Skills With,1,Passive Effect
skills,Online:Reach,ESO Skills With,2,PvP Bonus
skills,Online:Reach,ESO Skills With,3,Increase Range
skills,Online:Reanimate,Mod Header,1,Elsweyr
skills,Online:Reanimate,Online Skill Summary,id,40115410
skills,Online:Reanimate,Online Skill Summary,line,Living Death
skills,Online:Reanimate,Online Skill Summary,type,Ultimate
skills,Online:Reanimate,Online Skill Summary,icon,Living Death-Reanimate
skills,Online:Reanimate,Online Skill Summary,desc,"Cost: [350 / 345 / 340 / 335] Ultimate. Bring your allies back from the brink of death, resurrecting up to 3 allies at the target location."
skills,Online:Reanimate,Online Skill Summary,desc1,"Bring your allies back from the brink of death, resurrecting up to 3 allies at the target location. You restore [5000 / 5100 / 5200 / 5300] Magicka and Stamina for each ally you successfully resurrect."
skills,Online:Reanimate,Online Skill Summary,desc2,"Cost: [335 / 330 / 325 / 320] Ultimate. Bring your allies back from the brink of death, resurrecting up to 3 allies at the target location. You consume up to 3 other corpses in the area and summon a Blighted Blastbones for each corpse consumed."
skills,Online:Reanimate,Online Skill Summary,linerank,12
skills,Online:Reanimate,Online Skill Summary,cost,335 Ultimate
skills,Online:Reanimate,Online Skill Summary,casttime,Instant
skills,Online:Reanimate,Online Skill Summary,range,28 meters
skills,Online:Reanimate,Online Skill Summary,radius,12 meters
skills,Online:Reanimate,Online Skill Summary,target,Ground
skills,Online:Reanimate,Online Skill Summary,morph1name,Renewing Animation
skills,Online:Reanimate,Online Skill Summary,morph1id,40118367
skills,Online:Reanimate,Online Skill Summary,morph1icon,Living Death-Renewing Animation
skills,Online:Reanimate,Online Skill Summary,morph1desc,You restore Magicka and Stamina for each ally you resurrect.
skills,Online:Reanimate,Online Skill Summary,morph2name,Animate Blastbones
skills,Online:Reanimate,Online Skill Summary,morph2id,40118379
skills,Online:Reanimate,Online Skill Summary,morph2icon,Living Death-Animate Blastbones
skills,Online:Reanimate,Online Skill Summary,morph2desc,You consume other corpses in the area and summon Blastbones.
skills,Online:Reanimate,Online Skill Summary,image,ON-skill-Reanimate.jpg
skills,Online:Reanimate,Online Skill Summary,imgdesc,Reanimate and its morphs' visual
skills,Online:Reanimate,Card,1,Reanimate
skills,Online:Reanimate,Card,2,a card
skills,Online:Reanimate,ESO Patch Note,1,5.3.4
skills,Online:Reanimate,ESO Patch Note,2,* Fixed an issue where this ability and its morphs would not trigger events that required Resurrections to proc.
skills,Online:Reanimate,ESO Patch Note,1,9.3.5
skills,Online:Reanimate,ESO Patch Note,2,"* Animate Blastbones (morph): This morph now only spawns Blighted Blastbones, rather than spawning the version of the ability you’ve morphed, as there is little benefit from having multiple skeletons activate from Sacrificial Bones or Grave Lord’s Sacrifice."
skills,Online:Reanimate,ESO Skills With,1,Resurrect
skills,Online:Reanimate,ESO Skills With,2,Area of Effect
skills,Online:Reanimate,ESO Skills With,3,Restore Magicka
skills,Online:Reanimate,ESO Skills With,4,Restore Stamina
